,text,accept,bug_fix,feature_addition,performance_improvement
478,    ftrace: type cast filter+verifier          the mmiotrace map had a bug that would typecast the entry from     the trace to the wrong type. that is a known danger of c typecasts      there's absolutely zero checking done on them.          help that problem a bit by using a gcc extension to implement a     type filter that restricts the types that a trace record can be     cast i,['bug_fix'],1,0,0
479,    remove unnecessary js lang files from prettify  update styles for prettify ,['performance_improvement'],0,0,1
480,    feat(cache) in-memory and shared dict caching strategy (#1688) ,['feature_addition'],0,1,0
481,    refactor rest storage to use generic defaults          signed-off-by: monis khan <mkhan@redhat.com> ,['performance_improvement'],0,0,1
482,    fix(ivy): include directive base class metadata when generating tcbs (#29698)          previously the template type-checking code only considered the metadata of     directive classes actually referenced in the template. if those directives     had base classes  any inputs/outputs/etc of the base classes were not     tracked when generating the tcb. this resulted in bindings to,['bug_fix'],1,0,0
483,"    hid: add driver for ion icade          add a driver for the ion icade mini arcade cabinet [1]. the device generates a     key press and release for each joystick movement or button press or release.     for example  moving the stick to the left will generate the ""a"" key being     pressed and then released.          a list of all the combinations is available in the icade develo",['feature_addition'],0,1,0
484,    fix flaky experiment_test.     change: 150289601 ,['bug_fix'],1,0,0
485,    branch 160346151 (#11094)          * properly handle ops that don't have a cpu kernel          piperorigin-revid: 159655906          * selected build cleanup in tensorflow/contrib/...          piperorigin-revid: 159673079          * remove redundant `get` calls on smart pointers          piperorigin-revid: 159675809          * piperorigin-revid: 159698321          * migrate ker,['performance_improvement'],0,0,1
486,    returns `nil` when `am::errors#delete` doesn't delete anything:          - `am::errors#delete` currently returns an empty array when trying       to delete an error that doesn't exist.            this behaviour is surprising and i think it would be better       to no return a truthy value but instead return nil like       `hash#delete` does. ,['bug_fix'],1,0,0
487,    staging: dgap: fix various previously missed checkpatch errors          this patch fixes various small checkpatch errors     i missed in patches 01-10.          remove check for kfree of brd->channels as kfree is safe.     also there is no need to set it to null after freeing it.          remove a useless cast for a kzalloc return value.          remove double negative test in ,"['bug_fix', 'performance_improvement']",1,0,1
488,    [scsi] qla2xxx: added aer support for isp82xx.          signed-off-by: giridhar malavali <giridhar.malavali@qlogic.com>     signed-off-by: james bottomley <james.bottomley@suse.de> ,['feature_addition'],0,1,0
489,    branch 135176011 (#4771)          * adds a test tf.assert inside a function.     change: 134855633          * remove non-batch methods from operator_pd_cholesky if they have been merged with batch.     recent changes to tensorflow linear algebra ops merged batch/non-batch ops.     this makes their separation un-necessary in operatorpdcholesky.  note that operatorpdbase will sti,"['feature_addition', 'performance_improvement']",0,1,1
490,    benchmark: fix and extend assert benchmarks          the benchmarks had the strict and non strict labels switched.     this is fixed and the benchmarks were extended to check more     possible input types and function calls.          pr-url: https://github.com/nodejs/node/pull/14147     refs: https://github.com/nodejs/node/pull/13973     reviewed-by: refael ackermann <refack@gm,['bug_fix'],1,0,0
491,    nlm nfsv4: wait on local locks before we put rpc calls on the wire          use fl_access flag to test and/or wait for local locks before we try     requesting a lock from the server          signed-off-by: trond myklebust <trond.myklebust@netapp.com> ,['performance_improvement'],0,0,1
492,"    [spark-20156][core][sql][streaming][mllib] java string tolowercase ""turkish locale bug"" causes spark problems          ## what changes were proposed in this pull request?          add locale.root to internal calls to string `tolowercase`  `touppercase`  to avoid inadvertent locale-sensitive variation in behavior (aka the ""turkish locale problem"").          the change looks larg","['bug_fix', 'feature_addition']",1,1,0
493,    rt2x00: introduce soc interface type.          introduce the soc interface type to detect soc devices  instead of having     them mimic being pci devices.     this allows for easier detection of soc devices.          signed-off-by: gertjan van wingerde <gwingerde@gmail.com>     acked-by: ivo van doorn <ivdoorn@gmail.com>     signed-off-by: john w. linville <linville@tuxdriver.c,['feature_addition'],0,1,0
494,    test(ivy): enable ivy tests for platform-browser (#27460)     pr close #27460 ,['feature_addition'],0,1,0
495,    filter ts only keywords from js file completion     fixes #29212 ,['bug_fix'],1,0,0
496,    add pylint check for w0611 unused-import in ci_sanity.sh and fix existing pylint errors.          piperorigin-revid: 184790548 ,['bug_fix'],1,0,0
497,    auth: azure ad oauth (#20030)          * implement azure ad oauth          * use go-jose and cleanup          * update go-jose in go.mod          * cleanup          * add unit tests          * fix scopes          * add documentation page          * improve documentation          * convert extract_role into function.          * do not use upn and replace unique_name with preferr,"['bug_fix', 'feature_addition']",1,1,0
498,    iwlagn: remove bootstrap code          only 4965 had a bootstrap microcode image  so     the agn driver can completely ignore that and     we can remove some code from it.          signed-off-by: johannes berg <johannes.berg@intel.com>     signed-off-by: wey-yi guy <wey-yi.w.guy@intel.com>     signed-off-by: john w. linville <linville@tuxdriver.com> ,['performance_improvement'],0,0,1
499,    checkpatch: categorize some long line length checks          many lines of code extend beyond the maximum line length.  some of these     are possibly justified by use type.          for instance:          structure definitions where comments are added per member like:     struct foo {             type member;            /* some long description */          and lines that don't,['performance_improvement'],0,0,1
500,    update the default for include_type_name to false. (#37285)          * default include_type_name to false for get and put mappings.          * default include_type_name to false for get field mappings.          * add a constant for the default include_type_name value.          * default include_type_name to false for get and put index templates.          * default include_type_,['performance_improvement'],0,0,1
501,    prevent circular reference error in banzai ,['bug_fix'],1,0,0
502,    move application configuration to the application configuration object  remove railtie_name and engine_name and allow to set the configuration object. ,['performance_improvement'],0,0,1
503,    [tg3]: fix nvram selftest failures          newer devices contain bootcode in the chip's private rom area.  this     bootcode is called selfboot.  selfboot can be patched in the device's     nvram and the patches can have several formats.  in one particular     format  the checksum calculation needs to be slightly modified.  this     patch adjusts the nvram test code for that c,['bug_fix'],1,0,0
504,    fix bad commit. (bad developer  bad\!)          git-svn-id: http://svn-commit.rubyonrails.org/rails/trunk@2633 5ecf4fe2-1ee6-0310-87b1-e25e094e27de ,['bug_fix'],1,0,0
505,    mfb: fixed bug #37671 (mysqli extension fails to recognize bit column). ,['bug_fix'],1,0,0
506,    staging: ft1000-pcmcia: delete unused dpram_blk typedefs          delete unused dpram_blk typedefs.          signed-off-by: ondrej zary <linux@rainbow-software.org>     signed-off-by: greg kroah-hartman <gregkh@suse.de> ,['performance_improvement'],0,0,1
507,    regmap: add mmio bus support          this is a basic memory-mapped-io bus for regmap. it has the following     features and limitations:          * registers themselves may be 8  16  32  or 64-bit. 64-bit is only       supported on 64-bit platforms.     * register offsets are limited to precisely 32-bit.     * io is performed using readl/writel  with no provision for using the,['feature_addition'],0,1,0
508,    refactor(view_compiler): codegen di and queries          breaking change:     - renderer:       * rendercomponent method is removed form `renderer`  only present on `rootrenderer`       * renderer.setdebuginfo is removed. renderer.createelement / createtext / createtemplateanchor         now take the debuginfo directly.     - query semantics:       * queries don't work with dyn,['performance_improvement'],0,0,1
509,    add basic compilation tests from swift-compiler-crashes (https://github.com/practicalswift/swift-compiler-crashes.git)          swift svn r21693 ,['feature_addition'],0,1,0
510,    [next] revert to use ecma 5 in uglifyoptions (#4234)          * revert to use ecma 5 in uglifyoptions          * remove explicit ecma version from uglifyoptions settings          the defaults are already what we want          * be explicit of where we use ecma: 8 and ecma: 5 ,['performance_improvement'],0,0,1
511,    add test to column alias in `exists?` sql.          this behavior was added in be4ecdcc87984e9421ff5d5c90d33f475e0fbc01.          closes #1139.          fixes #2553  #1141  #1623 and #2062. ,['feature_addition'],0,1,0
512,    [media] gspca: remove gspca-specific debug magic          instead use v4l2_dbg and v4l2_err. note that the pdebug macro is kept to     make this patch-set less invasive  but it is simply a wrapper around     v4l2_dbg now. most of the other changes are there to make the dev parameter     for the v4l2_xxx macros available everywhere we do logging.          signed-off-by: theodore,['performance_improvement'],0,0,1
513,    refactor gitlab:import:repos task to remove direct disk access ,['performance_improvement'],0,0,1
514,    trivial fixes to ext\standard ,['bug_fix'],1,0,0
515,    get template should return warmers          fixes #2868 ,['bug_fix'],1,0,0
516,    scsi: hisi_sas: take debugfs snapshot for all regs          this patch takes snapshot for global regs  port regs  cq  dq  iost  itct.          add code for snapshot trig and generate dump directory.          signed-off-by: luo jiaxing <luojiaxing@huawei.com>     signed-off-by: john garry <john.garry@huawei.com>     signed-off-by: martin k. petersen <martin.petersen@oracle.com> ,['performance_improvement'],0,0,1
517,    metric: clear useless proxy statistics data ,['performance_improvement'],0,0,1
518,    [tf.data] deprecate `tf.contrib.data` and introduce `tf.data.experimental` to replace it.          this change prepares `tf.data` for tensorflow 2.0  where `tf.contrib` will no longer exist. it retains the pre-existing endpoints in `tf.contrib.data` with deprecation warnings.          note there are some exceptions to the move:          * deprecated symbols in `tf.contrib.data`,['feature_addition'],0,1,0
519,    beginning of rewrite apply merge-logic using visitor pattern.          major changes:     - don't generate a patch  instead generate the merged object so it can be used with put     - separate tree parsing logic to collate items in a list from the delete / merge / replace / add logic when merging     - use openapi for merge strategy metadata so it works with extensions and vers,['performance_improvement'],0,0,1
520,    [store] move to on data.path per shard          this commit moves away from using stripe raid-0 simumlation across multiple     data paths towards using a single path per shard. multiple data paths are still     supported but shards and it's data is not striped across multiple paths / disks.     this will for instance prevent to loose all shards if a single disk is corrupted.  ,['bug_fix'],1,0,0
521,    cmd/go: handle paths like \x.go on windows          fixes #8130.          lgtm=rsc     r=golang-codereviews  rsc     cc=golang-codereviews     https://golang.org/cl/143200043 ,['bug_fix'],1,0,0
522,    improved push and pull with upload manager and download manager          this commit adds a transfer manager which deduplicates and schedules     transfers  and also an upload manager and download manager that build on     top of the transfer manager to provide high-level interfaces for uploads     and downloads. the push and pull code is modified to use these building     bloc,['performance_improvement'],0,0,1
523,"    rt2x00: fix a wrong parameter for __test_and_clear_bit() in rt2x00rfkill_free().          when running modprobe rt73usb  and then rmmod rt73usb  and then     iwconfig  the wlan0 device does not disappear. when repeating this     process again  we get a kernel oops errors and ""bug: unable to handle     kernel paging request..."" message in the kernel log.          the reason for ",['bug_fix'],1,0,0
524,    [spark-19953][ml] random forest models use parent uid when being fit          ## what changes were proposed in this pull request?          the ml `randomforestclassificationmodel` and `randomforestregressionmodel` were not using the estimator parent uid when being fit.  this change fixes that so the models can be properly be identified with their parents.          ## how was th,['bug_fix'],1,0,0
525,    refactor colours in theme ,['performance_improvement'],0,0,1
526,    arm: imx: use is_enabled() instead of checking for built-in or module          the is_enabled() macro checks if a kconfig symbol has been enabled either     built-in or as a module  use that macro instead of open coding the same.          using the macro makes the code more readable by helping abstract away some     of the kconfig built-in and module enable details.          si,['performance_improvement'],0,0,1
527,    adding $img_path in curly; fixing words order ,['bug_fix'],1,0,0
528,    fixed the bug in keras where the callback attributes are not correctly checked.          piperorigin-revid: 224598769 ,['bug_fix'],1,0,0
529,    v4l/dvb (3870): convert dib3000* to refactored tuner code          convert to tuner_ops calls.     remove pll function pointers from structure.     remove unneeded tuner calls.          signed-off-by: andrew de quincey <adq_dvb@lidskialf.net>     signed-off-by: mauro carvalho chehab <mchehab@infradead.org> ,['performance_improvement'],0,0,1
530,    regmap: regmap-irq/gpio-max77620: add level-irq support          add level active irq support to regmap-irq irqchip. change breaks     existing regmap-irq type setting. convert the existing drivers which     use regmap-irq with trigger type setting (gpio-max77620) to work     with this new approach. so we do not magically support level-active     irqs on gpio-max77620 - but add,['feature_addition'],0,1,0
531,    [patch] rpc: ensure xdr iovec length is initialized correctly in call_header           fix up call_header() so that it calls xdr_adjust_iovec().      fix calculation of the scratch buffer length in xdr_init_encode().           signed-off-by: trond myklebust <trond.myklebust@netapp.com> ,['bug_fix'],1,0,0
532,    add a unified render method to actionmailer (delegates to actionview::base#render)               git-svn-id: http://svn-commit.rubyonrails.org/rails/trunk@2037 5ecf4fe2-1ee6-0310-87b1-e25e094e27de ,['feature_addition'],0,1,0
533,    vendor buildkit to fix a couple of bugs          signed-off-by: tibor vass <tibor@docker.com> ,['bug_fix'],1,0,0
534,"    can: replace timestamp as unique skb attribute          commit 514ac99c64b ""can: fix multiple delivery of a single can frame for     overlapping can filters"" requires the skb->tstamp to be set to check for     identical can skbs.          without timestamping to be required by user space applications this timestamp     was not generated which lead to commit 36c01245eb8 ""can: fi",['bug_fix'],1,0,0
535,    make much of the workspaces layer portable.          this change splits the workspaces layer into two parts  mirroring the portable/desktop split that the compilers did. the core parts of the workspaces layer (managing documents and projects  formatting  some refactoring  code fixes) is kept in the portable subset  with a few non-portable pieces remaining  notably msbuild suppo,['performance_improvement'],0,0,1
536,    added port of spa app to vnext as musicstore.spa     - front-end store (catalog) and login with validation working     - admin pages not working yet ,['feature_addition'],0,1,0
537,    [patch] mm: incorrect vm_fault_oom returns from drivers          some drivers are returning oom when it is not in response to a memory     shortage.          signed-off-by: nick piggin <npiggin@suse.de>     cc: dave airlie <airlied@linux.ie>     cc: jaroslav kysela <perex@suse.cz>     cc: takashi iwai <tiwai@suse.de>     cc: greg kh <greg@kroah.com>     signed-off-by: andrew mo,['bug_fix'],1,0,0
538,    graph: fix for downscaling y-axis format  never downscale when value is zero  fixes #826 ,['bug_fix'],1,0,0
539,    patch-ids: stop using a hand-rolled hashmap implementation          this change will use the hashmap from the hashmap.h to keep track of the     patch_ids that have been encountered instead of using an internal     implementation.  this simplifies the implementation of the patch ids.          signed-off-by: kevin willford <kcwillford@gmail.com>     signed-off-by: junio c hamano,['performance_improvement'],0,0,1
540,    cxgb4i/cxgb4 : refactor macros to conform to uniform standards          refactored all macros used in cxgb4i as part of previously started cxgb4 macro     names cleanup. makes them more uniform and avoids namespace collision.     minor changes in other drivers where required as some of these macros are used      by multiple drivers  affected drivers are iw_cxgb4  cxgb4(vf) & cs,['performance_improvement'],0,0,1
541,    suppress error for bad implementations of comparable          relnotes=n/a          -------------     created by moe: https://github.com/google/moe     moe_migrated_revid=236248361 ,['bug_fix'],1,0,0
542,    remove a workaround in the debug info handling of zero-sized types.          this fixes potential llvm verifier errors in exploded variables with undefined     elments  because a few lines below the size of fragments is derived from the     size of the llvm ssa value and the constant used in the deleted workaround is     always an i64.          rdar://problem/51343998 ,['bug_fix'],1,0,0
543,    add a dentry op to allow processes to be held during pathwalk transit          add a dentry op (d_manage) to permit a filesystem to hold a process and make it     sleep when it tries to transit away from one of that filesystem's directories     during a pathwalk.  the operation is keyed off a new dentry flag     (dcache_manage_transit).          the filesystem is allowed to be ,['feature_addition'],0,1,0
544,    added the cli component ,['feature_addition'],0,1,0
545,    vendor: update pfilter (fixes #4537)          github-pull-request: https://github.com/syncthing/syncthing/pull/4539 ,['bug_fix'],1,0,0
546,    remove redundant throws declarations ,['performance_improvement'],0,0,1
547,    rtc: isl1208: introduce driver state struct          this driver has no state of its own  depending entirely on what is in     the generic rtc device.          intoduce a state struct.  for now it only contains a pointer to the rtc     device struct  but future patches will add more data.          cc: alessandro zummo <a.zummo@towertech.it>     cc: alexandre belloni <alexandre.,['feature_addition'],0,1,0
548,"    sdricoh_cs: add support for bay controller devices          some ricoh sd card readers seems to advertise themselves slightly differently.     this patches the driver to will recognise an additional product id  and it     appears to work perfectly.            % pccardctl info       prodid_1=""ricoh""       prodid_2=""bay controller""       prodid_3=""""       prodid_4=""""       manfid",['feature_addition'],0,1,0
549,    drm/i915: enable userspace to opt-out of implicit fencing          userspace is faced with a dilemma. the kernel requires implicit fencing     to manage resource usage (we always must wait for the gpu to finish     before releasing its pte) and for third parties. however  userspace may     wish to avoid this serialisation if it is either using explicit fencing     between parti,['performance_improvement'],0,0,1
550,    disable tests that are failing in tfv2 windows cpu/gpu builds.          piperorigin-revid: 251441123 ,['bug_fix'],1,0,0
551,    removed unused function. (seems like a copy of imap_body) ,['performance_improvement'],0,0,1
552,    made significant changes to the internal architecture of two-input filters  which should fix many bugs. you no longer need to set targettoignoreforupdates in almost all cases. ,"['bug_fix', 'performance_improvement']",1,0,1
553,    correct stylecop violations     - stylecop working again (handles c# 6.0 additions) though only locally for me     - disable some new rules:      - constfieldnamesmustbeginwithuppercaseletter      - instancereadonlyelementsmustappearbeforeinstancenonreadonlyelements      - staticreadonlyelementsmustappearbeforestaticnonreadonlyelements      - staticreadonlyfieldsmustbeginwithup,['bug_fix'],1,0,0
554,    anetresolveip() added to anet.c.          the new function is used when we want to normalize an ip address without     performing a dns lookup if the string to resolve is not a valid ip.          this is useful every time only ips are valid inputs or when we want to     skip dns resolution that is slow during runtime operations if we are     required to block. ,['feature_addition'],0,1,0
555,    adding theme.isdefault  fix editorselectionhighlightcolor ,['bug_fix'],1,0,0
556,    batman-adv: use common jenkins hash implementation          an unoptimized version of the jenkins one-at-a-time hash function is used     and partially copied all over the code wherever an hashtable is used.     instead the optimized version shared between the whole kernel should be     used to reduce code duplication and use better optimized code.          only the dat code mu,['performance_improvement'],0,0,1
557,    [ml] refactor common utils out of ml plugin to xpack.core (#39976)          * [ml] refactor common utils out of ml plugin to xpack.core          * implementing get filters with abstract transport          * removing added rest param          * adjusting how defaults can be supplied ,['performance_improvement'],0,0,1
558,    [gardening] fix violations of non-controversial pep8 rules          fixes:     * multiple statements on one line (colon) (e701)     * missing whitespace around arithmetic operator (e226)     * missing whitespace around operator (e225)     * closing bracket does not match visual indentation (e124)     * blank line contains whitespace (w293)     * continuation line missing indent,['bug_fix'],1,0,0
559,    emit the scalainlineinfo attribute under genasm          the goal of this commit is to allow the new inliner (in genbcode      coming soon) to inline methods generated by the genasm backend of     2.11.6.          the scalainlineinfo attribute is added to every classfile generated     by genasm. it contains metadata about the class and its methods that     will be used by the n,['feature_addition'],0,1,0
560,"    drm/syncobj: add a reset ioctl (v3)          this just resets the dma_fence to null so it looks like it's never been     signaled.  this will be useful once we add the new wait api for allowing     wait on ""submit and signal"" behavior.          v2:      - take an array of sync objects (dave airlie)     v3:      - throw -einval if pad != 0          signed-off-by: jason ekstrand ",['feature_addition'],0,1,0
561,    [scsi] libfc: cache align struct fc_fcp_pkt fields          re-arrange its fields to avoid padding and have better     cacheline alignments.          removed not used start_time  end_time and last_pkt_time     fields.          this all reduced this struct size to 448 from 480 and     that also reduced one cacheline on x86_64 beside     eliminating 8 pads. however kept logical f,['performance_improvement'],0,0,1
562,    fix memory leak in rctsafeareaview          summary:     according to the retain code collector  rctsafeareaview is in a cycle:     -> _bridge -> rctcxxbridge -> _moduledatabyname -> __nsdictionarym -> rctmoduledata -> _instance -> rctuimanager -> _viewregistry -> __nsdictionarym -> rctsafeareaview     this should break the cycle.          reviewed by: shergin          differen,['bug_fix'],1,0,0
563,    ethernet/qlogic: use core min/max mtu checking          qede: min_mtu 46  max_mtu 9600     - put define for max in qede.h          qlcnic: min_mtu 68  max_mtu 9600          cc: netdev@vger.kernel.org     cc dept-gelinuxnicdev@qlogic.com     cc: yuval mintz <yuval.mintz@qlogic.com>     cc: ariel elior <ariel.elior@qlogic.com>     signed-off-by: jarod wilson <jarod@redhat.com>   ,['performance_improvement'],0,0,1
564,    jordan suggested i could use a named constant here instead of hardcoding the string  so that lldb could share the constant and we'd never get out of sync again. it's a clearly a good idea  and even though this entire islldbexpressionmodule() is a temporary hack  this improvement is worth it          swift svn r20046 ,['performance_improvement'],0,0,1
565,    bridge: pseudo-header required for the checksum of icmpv6          checksum of icmpv6 is not properly computed because the pseudo header is not used.     thus  the mld packet gets dropped by the bridge.          signed-off-by: zheng yan <zheng.z.yan@intel.com>     reported-by: ang way chuang <wcang@sfc.wide.ad.jp>     signed-off-by: david s. miller <davem@davemloft.net> ,['bug_fix'],1,0,0
566,    add a mode to test implicit dynamic with private imports ,['feature_addition'],0,1,0
567,    usb: ehci: notify usbcore about port resumes          this patch (as1650) adds calls to the new     usb_hcd_{start end}_port_resume() functions to ehci-hcd.  now ehci     root hubs won't be runtime suspended while they are sending a resume     signal to one of their ports.          signed-off-by: alan stern <stern@rowland.harvard.edu>     tested-by: ming lei <ming.lei@canonical,"['feature_addition', 'bug_fix']",1,1,0
568,    more test cases ,['feature_addition'],0,1,0
569,    env.gcc: remove raise          this raise happened in no other env methods  and isn't really necessary     since fails_with guards against this method actually being called unless     gcc-4.2 is actually installed. ,['performance_improvement'],0,0,1
570,    add support for https ,['feature_addition'],0,1,0
571,    painless: move some lookup logic to painlesslookup (#32565)          renames existing methods in painlesslookup. adds lookuppainlessclass      lookuppainlessmethod  and lookuppainlessfield to painlesslookup. this consolidates     the logic necessary to look these things up into a single place and begins the clean up of     some of the nodes that were looking each of these thing,"['feature_addition', 'performance_improvement']",0,1,1
572,    updated unit tests for source text container extensions ,['performance_improvement'],0,0,1
573,    fix: don’t use the global `ng` at all with closure enhanced optimizations          this is needed as:     - closure declares globals itself for minified names  which sometimes clobber our `ng` global     - we can't declare a closure extern as the namespace `ng` is already used within google for typings for angularjs (via `goog.provide('ng....')`). ,['bug_fix'],1,0,0
574,    redesign and implement volume reconstruction work          this pr is the first part of redesign of volume reconstruction work. the     changes include     1. remove dependency on volume spec stored in actual state for volume     cleanup process (unmountvolume and unmountdevice)          modify attachedvolume struct to add devicemountpath so that volume     unmount operation ca,['performance_improvement'],0,0,1
575,    [spark-15552][sql] remove unnecessary private[sql] methods in sparksession          ## what changes were proposed in this pull request?     sparksession has a list of unnecessary private[sql] methods. these methods cause some trouble because private[sql] doesn't apply in java. in the cases that they are easy to remove  we can simply remove them. this patch does that.          a,['performance_improvement'],0,0,1
576,    implement nested create mutation inside update ,['feature_addition'],0,1,0
577,    fixed contribution #650 in mutable.map.getorels...          fixed contribution #650 in mutable.map.getorelseupdate ,['bug_fix'],1,0,0
578,    removed unused demo screens ,['performance_improvement'],0,0,1
579,    added cookie option to session configuration. ,['feature_addition'],0,1,0
580,    cri: add linuxuser to linuxcontainerconfig          signed-off-by: antonio murdaca <runcom@redhat.com> ,['feature_addition'],0,1,0
581,    small fixes in code generation for interface ca...          small fixes in code generation for interface calls. ,['bug_fix'],1,0,0
582,    finagle-base-http: add samesite attribute to cookie          summary: problem          finagle's cookies do not support the samesite attribute.          solution          allow the attribute to be added via the cookie constructor.          differential revision: https://phabricator.twitter.biz/d157942 ,['feature_addition'],0,1,0
583,    [arm] nommu: adjust headers for !mmu arm systems          majorily based on hyok choi's patches  this fixes up the asm-arm     header files for mmuless systems.  over and above hyok's patches:          - nommu.h merged into mmu.h (it's only a structure)     - nommu_context.h is essentially the same as mmu_context.h  but       without the mm switching code.          so there's n,['bug_fix'],1,0,0
584,"    fix: children of tabs[type=""editable-card""] cannot be falsy (#17965)          * tabs-editable-card-bugfix          if tabs type =""editable-card"" if children has falsy value  we will get error message so we should fix it in tabs.          error:https://codesandbox.io/s/lively-glade-jmg5s          * editable-card bugfix          * tabs bugfix          * tabs-editable-card bugfix ",['bug_fix'],1,0,0
585,    hexagon: add page-fault support.          signed-off-by: richard kuo <rkuo@codeaurora.org>     signed-off-by: linas vepstas <linas@codeaurora.org>     acked-by: arnd bergmann <arnd@arndb.de>     signed-off-by: linus torvalds <torvalds@linux-foundation.org> ,['feature_addition'],0,1,0
586,    asus-laptop: add bluetooth keys found on m9v          reported by andrey f. ilchuk          signed-off-by: corentin chary <corentincj@iksaif.net> ,['bug_fix'],1,0,0
587,    powerpc/eeh: introduce eeh_ops::err_inject          the patch introduces eeh_ops::err_inject()  which allows to inject     specified errors to indicated pe for testing purpose. the functionality     isn't support on pseries platform. on powernv  the functionality     relies on opal api opal_pci_err_inject().          signed-off-by: mike qiu <qiudayu@linux.vnet.ibm.com>     sign,['feature_addition'],0,1,0
588,    [spark-4397][core] cleanup 'import sparkcontext._' in core          this pr cleans up `import sparkcontext._` in core for spark-4397(#3262) to prove it really works well.          author: zsxwing <zsxwing@gmail.com>          closes #3530 from zsxwing/spark-4397-cleanup and squashes the following commits:          04e2273 [zsxwing] cleanup 'import sparkcontext._' in core ,['performance_improvement'],0,0,1
589,    net: dsa: mv88e6xxx: move vtu operation accessors          move the helper functions to access the global 1 vtu operation register     to a new global1_vtu.c file  and get rid of the old underscore prefix     naming convention. this file will be extended will all vtu/stu related     code.          signed-off-by: vivien didelot <vivien.didelot@savoirfairelinux.com>     reviewed-,['performance_improvement'],0,0,1
590,    target: use a passthrough flag instead of transport_types          it seems like we only care if a transport is passthrough or not. convert     transport_type to a flags field and replace transport_plugin_* with a     flag  transport_flag_passthrough.          signed-off-by: andy grover <agrover@redhat.com>     reviewed-by: ilias tsitsimpis <iliastsi@arrikto.com>     signed-off,['bug_fix'],1,0,0
591,    query cache: support shard level query response caching          the query cache allow to cache the (binary serialized) response of the shard level query phase execution based on the actual request as the key. the cache is fully coherent with the semantics of nrt  with a refresh (that actually ended up refreshing) causing previous cached entries on the relevant shard to be inva,['performance_improvement'],0,0,1
592,    fix failing test. ,['bug_fix'],1,0,0
593,    kstat: modify kstat_irqs_legacy to be variable sized          impact: reduce memory usage.          allocate kstat_irqs_legacy based on nr_cpu_ids to deal with this     memory usage bump when nr_cpus bumped from 128 to 4096:               8192   +253952    262144 +3100%  kstat_irqs_legacy(.bss)          this is only when config_sparse_irqs=y.          signed-off-by: mike travis,['performance_improvement'],0,0,1
594,    feature: use virtual dom framework for faster post rendering ,['feature_addition'],0,1,0
595,    config for the language cookie's samesite attribute (#8672)          * config for the language cookie's samesite attribute          * address feedback          * address feedback          * fix tests to reflect samesite=lax is the default now ,"['bug_fix', 'performance_improvement']",1,0,1
596,    tests: reorganize tests so that they actually use the target platform          most tests were using %swift or similar substitutions  which did not     include the target triple and sdk.  the driver was defaulting to the     host os.  thus  we could not run the tests when the standard library was     not built for os x.          swift svn r24504 ,"['performance_improvement', 'bug_fix']",1,0,1
597,    make numeric namings consistent with bytes ones     also add the ability to get the ordinals from doublevalues.withordinals and longvalues.withordinals ,['performance_improvement'],0,0,1
598,    expose c10 cuda ops to caffe2 (#18036)          summary:     pull request resolved: https://github.com/pytorch/pytorch/pull/18036          - add macros to export c10 cuda operators to caffe2 frontend     - instead of having a separate caffe2 registry for the c10 operator wrappers  use the existing caffe2 registries          reviewed by: ezyang          differential revision: d1,['performance_improvement'],0,0,1
599,    serial: earlycon: add missing spinlock initialization          if an earlycon console driver needs to acquire the uart_port.lock     spinlock for serial console output  and config_debug_spinlock=y:              bug: spinlock bad magic on cpu#0  swapper/0          lock: sci_ports+0x0/0x3480  .magic: 00000000  .owner: <none>/-1  .owner_cpu: 0         cpu: 0 pid: 0 comm: swapper n,['bug_fix'],1,0,0
600,    exp/draw: fix clipping bug where sp/mp were not shifted when r.min was.          image: add rectangle.containsrectangle method.          r=r  rsc     cc=golang-dev     https://golang.org/cl/4517130 ,['bug_fix'],1,0,0
601,    [netfilter]: fix -wunder error in ip_conntrack_core.c          signed-off-by: nick sillik <n.sillik@temple.edu>     signed-off-by: david s. miller <davem@davemloft.net> ,['bug_fix'],1,0,0
602,"    style: add a space after ""//"" in comments and remove unneeded comments after ""}"" (#8576) ",['performance_improvement'],0,0,1
603,    iio: adc: meson-saradc: fix the clock frequency on meson8 and meson8b          gx socs use a 1.2 mhz adc clock  while the older socs use a 1.14 mhz     clock.          a comment in the driver from amlogic's gpl kernel says that it's     running at 1.28 mhz. however  it's actually programming a divider of     20 + 1. with a xtal clock of 24 mhz this results in a frequency of    ,['bug_fix'],1,0,0
604,    iwlwifi: mvm: use fast balance scan in case of dcm mode with p2p go          currently in case of dcm with p2p go where bss dtim interval < 220 msec     the fw fails to allocate events for the p2p go dtim due to long passive     scan events.          fix this by requesting all scans in this scenario to be fragmented with     fast balance scan time settings.  the only exception ,['bug_fix'],1,0,0
605,    ice: introduce ice_dev_onetime_setup          ice_dev_onetime_setup contains a couple of driver workarounds for current     firmware limitations. these workarounds are expected to go away once     these limitations are fixed in the firmware.          on a firmware release that has these issues addressed  these workarounds     (while unnecessary) will not break anything.        ,"['bug_fix', 'feature_addition']",1,1,0
606,    fixed file globbing in documentation parsers ,['bug_fix'],1,0,0
607,    added support for dynamic noise_shape in dropout (#7999)          * added support for dynamic noise_shape in dropout          * handle the case noise_shape=none ,['feature_addition'],0,1,0
